train/loss_sparsity,train_params/lambda_sparsity,lr-Adam/f_dc,lr-Adam/opacity,train/loss_opaque,epoch,train_params/lambda_opaque,lr-Adam/xyz,lr-Adam/rotation,lr-Adam/f_rest,train_params/lambda_sds,lr-Adam/scaling,step
0.161033496260643,1.0,,,0.07971762120723724,0,0.0,,,,1.0,,168
,,0.0125,0.01,,,,0.00023118145414263694,0.001,0.000625,,0.005,169
0.1538623869419098,1.0,,,0.08526872843503952,0,0.0,,,,1.0,,169
,,0.0125,0.01,,,,0.00023117611277857184,0.001,0.000625,,0.005,170
0.14864835143089294,1.0,,,0.07614350318908691,0,0.0,,,,1.0,,170
,,0.0125,0.01,,,,0.000231170771537917,0.001,0.000625,,0.005,171
0.11544730514287949,1.0,,,0.02812197059392929,0,0.0,,,,1.0,,171
,,0.0125,0.01,,,,0.00023116543042067,0.001,0.000625,,0.005,172
0.1353216916322708,1.0,,,0.0507521852850914,0,0.0,,,,1.0,,172
,,0.0125,0.01,,,,0.0002311600894268272,0.001,0.000625,,0.005,173
0.1549321413040161,1.0,,,0.08921904116868973,0,0.0,,,,1.0,,173
,,0.0125,0.01,,,,0.0002311547485563857,0.001,0.000625,,0.005,174
0.15748193860054016,1.0,,,0.08754061907529831,0,0.0,,,,1.0,,174
,,0.0125,0.01,,,,0.00023114940780934352,0.001,0.000625,,0.005,175
0.14422988891601562,1.0,,,0.06625919044017792,0,0.0,,,,1.0,,175
,,0.0125,0.01,,,,0.00023114406718569735,0.001,0.000625,,0.005,176
0.13041314482688904,1.0,,,0.04628008231520653,0,0.0,,,,1.0,,176
,,0.0125,0.01,,,,0.00023113872668544438,0.001,0.000625,,0.005,177
0.13407199084758759,1.0,,,0.058083608746528625,0,0.0,,,,1.0,,177
,,0.0125,0.01,,,,0.00023113338630858214,0.001,0.000625,,0.005,178
0.14920347929000854,1.0,,,0.07221171259880066,0,0.0,,,,1.0,,178
,,0.0125,0.01,,,,0.00023112804605510657,0.001,0.000625,,0.005,179
0.1410992294549942,1.0,,,0.06270062178373337,0,0.0,,,,1.0,,179
,,0.0125,0.01,,,,0.00023112270592501603,0.001,0.000625,,0.005,180
0.13593807816505432,1.0,,,0.06694993376731873,0,0.0,,,,1.0,,180
,,0.0125,0.01,,,,0.00023111736591830727,0.001,0.000625,,0.005,181
0.1590929627418518,1.0,,,0.07400213181972504,0,0.0,,,,1.0,,181
,,0.0125,0.01,,,,0.00023111202603497743,0.001,0.000625,,0.005,182
0.14151635766029358,1.0,,,0.06933742761611938,0,0.0,,,,1.0,,182
,,0.0125,0.01,,,,0.0002311066862750237,0.001,0.000625,,0.005,183
0.16084516048431396,1.0,,,0.08207519352436066,0,0.0,,,,1.0,,183
,,0.0125,0.01,,,,0.00023110134663844315,0.001,0.000625,,0.005,184
0.15207259356975555,1.0,,,0.07865628600120544,0,0.0,,,,1.0,,184
,,0.0125,0.01,,,,0.00023109600712523302,0.001,0.000625,,0.005,185
0.14121975004673004,1.0,,,0.050641898065805435,0,0.0,,,,1.0,,185
,,0.0125,0.01,,,,0.00023109066773539038,0.001,0.000625,,0.005,186
0.14756301045417786,1.0,,,0.06429386883974075,0,0.0,,,,1.0,,186
,,0.0125,0.01,,,,0.00023108532846891243,0.001,0.000625,,0.005,187
0.16227027773857117,1.0,,,0.09946946799755096,0,0.0,,,,1.0,,187
,,0.0125,0.01,,,,0.0002310799893257963,0.001,0.000625,,0.005,188
0.15992802381515503,1.0,,,0.09204351902008057,0,0.0,,,,1.0,,188
,,0.0125,0.01,,,,0.00023107465030603876,0.001,0.000625,,0.005,189
0.13142970204353333,1.0,,,0.05849912017583847,0,0.0,,,,1.0,,189
,,0.0125,0.01,,,,0.00023106931140963813,0.001,0.000625,,0.005,190
0.14620116353034973,1.0,,,0.07979963719844818,0,0.0,,,,1.0,,190
,,0.0125,0.01,,,,0.00023106397263659038,0.001,0.000625,,0.005,191
0.12023181468248367,1.0,,,0.04380226135253906,0,0.0,,,,1.0,,191
,,0.0125,0.01,,,,0.00023105863398689306,0.001,0.000625,,0.005,192
0.1509995460510254,1.0,,,0.07483252882957458,0,0.0,,,,1.0,,192
,,0.0125,0.01,,,,0.00023105329546054332,0.001,0.000625,,0.005,193
0.1647319793701172,1.0,,,0.09500111639499664,0,0.0,,,,1.0,,193
,,0.0125,0.01,,,,0.00023104795705753786,0.001,0.000625,,0.005,194
0.1028510332107544,1.0,,,0.013514072634279728,0,0.0,,,,1.0,,194
,,0.0125,0.01,,,,0.0002310426187778747,0.001,0.000625,,0.005,195
0.10786933451890945,1.0,,,0.039908695966005325,0,0.0,,,,1.0,,195
,,0.0125,0.01,,,,0.000231037280621551,0.001,0.000625,,0.005,196
0.1328517198562622,1.0,,,0.051183849573135376,0,0.0,,,,1.0,,196
,,0.0125,0.01,,,,0.00023103194258856306,0.001,0.000625,,0.005,197
0.12497575581073761,1.0,,,0.040748778730630875,0,0.0,,,,1.0,,197
,,0.0125,0.01,,,,0.00023102660467890843,0.001,0.000625,,0.005,198
0.16412034630775452,1.0,,,0.1017477959394455,0,0.0,,,,1.0,,198
,,0.0125,0.01,,,,0.00023102126689258427,0.001,0.000625,,0.005,199
0.1197378933429718,1.0,,,0.037158358842134476,0,0.0,,,,1.0,,199
,,0.0125,0.01,,,,0.00023101592922958775,0.001,0.000625,,0.005,200
0.11777003109455109,1.0,,,0.032283712178468704,0,0.0,,,,1.0,,200
,,0.0125,0.01,,,,0.000231010591689916,0.001,0.000625,,0.005,201
0.1247241273522377,1.0,,,0.04667367786169052,0,0.0,,,,1.0,,201
,,0.0125,0.01,,,,0.00023100525427356618,0.001,0.000625,,0.005,202
0.15081098675727844,1.0,,,0.09110086411237717,0,0.0,,,,1.0,,202
,,0.0125,0.01,,,,0.00023099991698053544,0.001,0.000625,,0.005,203
0.14183199405670166,1.0,,,0.06491989642381668,0,0.0,,,,1.0,,203
,,0.0125,0.01,,,,0.00023099457981082093,0.001,0.000625,,0.005,204
0.16072559356689453,1.0,,,0.09039783477783203,0,0.0,,,,1.0,,204
,,0.0125,0.01,,,,0.0002309892427644198,0.001,0.000625,,0.005,205
0.18926465511322021,1.0,,,0.12295852601528168,0,0.0,,,,1.0,,205
,,0.0125,0.01,,,,0.0002309839058413292,0.001,0.000625,,0.005,206
0.1381973922252655,1.0,,,0.053269073367118835,0,0.0,,,,1.0,,206
,,0.0125,0.01,,,,0.00023097856904154588,0.001,0.000625,,0.005,207
0.12121713161468506,1.0,,,0.03465205058455467,0,0.0,,,,1.0,,207
,,0.0125,0.01,,,,0.0002309732323650682,0.001,0.000625,,0.005,208
0.1516628861427307,1.0,,,0.07425470650196075,0,0.0,,,,1.0,,208
,,0.0125,0.01,,,,0.0002309678958118921,0.001,0.000625,,0.005,209
0.12035493552684784,1.0,,,0.03633226454257965,0,0.0,,,,1.0,,209
,,0.0125,0.01,,,,0.00023096255938201513,0.001,0.000625,,0.005,210
0.1573455035686493,1.0,,,0.07212114334106445,0,0.0,,,,1.0,,210
,,0.0125,0.01,,,,0.00023095722307543446,0.001,0.000625,,0.005,211
0.1291189193725586,1.0,,,0.052119217813014984,0,0.0,,,,1.0,,211
,,0.0125,0.01,,,,0.00023095188689214682,0.001,0.000625,,0.005,212
0.14379099011421204,1.0,,,0.0588654950261116,0,0.0,,,,1.0,,212
,,0.0125,0.01,,,,0.00023094655083215015,0.001,0.000625,,0.005,213
0.16162681579589844,1.0,,,0.10615144670009613,0,0.0,,,,1.0,,213
,,0.0125,0.01,,,,0.00023094121489544166,0.001,0.000625,,0.005,214
0.13955390453338623,1.0,,,0.060845598578453064,0,0.0,,,,1.0,,214
,,0.0125,0.01,,,,0.00023093587908201764,0.001,0.000625,,0.005,215
0.13487762212753296,1.0,,,0.06383918970823288,0,0.0,,,,1.0,,215
,,0.0125,0.01,,,,0.00023093054339187567,0.001,0.000625,,0.005,216
0.16253657639026642,1.0,,,0.08717465400695801,0,0.0,,,,1.0,,216
,,0.0125,0.01,,,,0.00023092520782501248,0.001,0.000625,,0.005,217
0.1374228447675705,1.0,,,0.07428894191980362,0,0.0,,,,1.0,,217
,,0.0125,0.01,,,,0.00023091987238142603,0.001,0.000625,,0.005,218
0.150016188621521,1.0,,,0.08359932899475098,0,0.0,,,,1.0,,218
,,0.0125,0.01,,,,0.0002309145370611131,0.001,0.000625,,0.005,219
0.1399022340774536,1.0,,,0.05456547811627388,0,0.0,,,,1.0,,219
,,0.0125,0.01,,,,0.00023090920186407123,0.001,0.000625,,0.005,220
0.15046285092830658,1.0,,,0.07593280076980591,0,0.0,,,,1.0,,220
,,0.0125,0.01,,,,0.00023090386679029673,0.001,0.000625,,0.005,221
0.12079183757305145,1.0,,,0.0361446738243103,0,0.0,,,,1.0,,221
,,0.0125,0.01,,,,0.00023089853183978721,0.001,0.000625,,0.005,222
0.11398497223854065,1.0,,,0.05599465221166611,0,0.0,,,,1.0,,222
,,0.0125,0.01,,,,0.0002308931970125394,0.001,0.000625,,0.005,223
0.15430466830730438,1.0,,,0.0774502083659172,0,0.0,,,,1.0,,223
,,0.0125,0.01,,,,0.0002308878623085512,0.001,0.000625,,0.005,224
0.13348263502120972,1.0,,,0.0441114604473114,0,0.0,,,,1.0,,224
,,0.0125,0.01,,,,0.00023088252772781947,0.001,0.000625,,0.005,225
0.1611744463443756,1.0,,,0.09332693368196487,0,0.0,,,,1.0,,225
,,0.0125,0.01,,,,0.00023087719327034167,0.001,0.000625,,0.005,226
0.14991047978401184,1.0,,,0.10839318484067917,0,0.0,,,,1.0,,226
,,0.0125,0.01,,,,0.0002308718589361142,0.001,0.000625,,0.005,227
0.1335928738117218,1.0,,,0.050851840525865555,0,0.0,,,,1.0,,227
,,0.0125,0.01,,,,0.00023086652472513458,0.001,0.000625,,0.005,228
0.15487460792064667,1.0,,,0.10017397999763489,0,0.0,,,,1.0,,228
,,0.0125,0.01,,,,0.0002308611906374,0.001,0.000625,,0.005,229
0.11312419176101685,1.0,,,0.026320841163396835,0,0.0,,,,1.0,,229
,,0.0125,0.01,,,,0.00023085585667290717,0.001,0.000625,,0.005,230
0.1340462565422058,1.0,,,0.05416368693113327,0,0.0,,,,1.0,,230
,,0.0125,0.01,,,,0.00023085052283165408,0.001,0.000625,,0.005,231
0.12553322315216064,1.0,,,0.040468234568834305,0,0.0,,,,1.0,,231
,,0.0125,0.01,,,,0.00023084518911363787,0.001,0.000625,,0.005,232
0.12185901403427124,1.0,,,0.04278638958930969,0,0.0,,,,1.0,,232
,,0.0125,0.01,,,,0.00023083985551885489,0.001,0.000625,,0.005,233
0.14201591908931732,1.0,,,0.06392041593790054,0,0.0,,,,1.0,,233
,,0.0125,0.01,,,,0.00023083452204730268,0.001,0.000625,,0.005,234
0.12068986147642136,1.0,,,0.0992436483502388,0,0.0,,,,1.0,,234
,,0.0125,0.01,,,,0.00023082918869897842,0.001,0.000625,,0.005,235
0.11739393323659897,1.0,,,0.03621702268719673,0,0.0,,,,1.0,,235
,,0.0125,0.01,,,,0.0002308238554738788,0.001,0.000625,,0.005,236
0.13050028681755066,1.0,,,0.053225621581077576,0,0.0,,,,1.0,,236
,,0.0125,0.01,,,,0.0002308185223720019,0.001,0.000625,,0.005,237
0.15980036556720734,1.0,,,0.08087106049060822,0,0.0,,,,1.0,,237
,,0.0125,0.01,,,,0.00023081318939334474,0.001,0.000625,,0.005,238
0.13561303913593292,1.0,,,0.05513746291399002,0,0.0,,,,1.0,,238
,,0.0125,0.01,,,,0.00023080785653790376,0.001,0.000625,,0.005,239
0.15375179052352905,1.0,,,0.06960737705230713,0,0.0,,,,1.0,,239
,,0.0125,0.01,,,,0.00023080252380567646,0.001,0.000625,,0.005,240
0.1576821208000183,1.0,,,0.130088672041893,0,0.0,,,,1.0,,240
,,0.0125,0.01,,,,0.0002307971911966596,0.001,0.000625,,0.005,241
0.1398797631263733,1.0,,,0.05564228445291519,0,0.0,,,,1.0,,241
,,0.0125,0.01,,,,0.00023079185871085117,0.001,0.000625,,0.005,242
0.1433740258216858,1.0,,,0.11515282094478607,0,0.0,,,,1.0,,242
,,0.0125,0.01,,,,0.0002307865263482479,0.001,0.000625,,0.005,243
0.17531943321228027,1.0,,,0.09837542474269867,0,0.0,,,,1.0,,243
,,0.0125,0.01,,,,0.00023078119410884732,0.001,0.000625,,0.005,244
0.155769944190979,1.0,,,0.08302174508571625,0,0.0,,,,1.0,,244
,,0.0125,0.01,,,,0.00023077586199264584,0.001,0.000625,,0.005,245
0.1547725349664688,1.0,,,0.07383181154727936,0,0.0,,,,1.0,,245
,,0.0125,0.01,,,,0.00023077052999964054,0.001,0.000625,,0.005,246
0.12889714539051056,1.0,,,0.04758278280496597,0,0.0,,,,1.0,,246
,,0.0125,0.01,,,,0.00023076519812982945,0.001,0.000625,,0.005,247
0.16564248502254486,1.0,,,0.10188515484333038,0,0.0,,,,1.0,,247
,,0.0125,0.01,,,,0.00023075986638320927,0.001,0.000625,,0.005,248
0.15051494538784027,1.0,,,0.08129347860813141,0,0.0,,,,1.0,,248
,,0.0125,0.01,,,,0.00023075453475977718,0.001,0.000625,,0.005,249
0.14365345239639282,1.0,,,0.09254342317581177,0,0.0,,,,1.0,,249
,,0.0125,0.01,,,,0.00023074920325953074,0.001,0.000625,,0.005,250
0.14908578991889954,1.0,,,0.08002541214227676,0,0.0,,,,1.0,,250
,,0.0125,0.01,,,,0.00023074387188246585,0.001,0.000625,,0.005,251
0.15949633717536926,1.0,,,0.0795557051897049,0,0.0,,,,1.0,,251
,,0.0125,0.01,,,,0.00023073854062858094,0.001,0.000625,,0.005,252
0.15214744210243225,1.0,,,0.06339607387781143,0,0.0,,,,1.0,,252
,,0.0125,0.01,,,,0.0002307332094978727,0.001,0.000625,,0.005,253
0.16149967908859253,1.0,,,0.08120280504226685,0,0.0,,,,1.0,,253
,,0.0125,0.01,,,,0.00023072787849033832,0.001,0.000625,,0.005,254
0.14878149330615997,1.0,,,0.07520674914121628,0,0.0,,,,1.0,,254
,,0.0125,0.01,,,,0.00023072254760597496,0.001,0.000625,,0.005,255
0.12182941287755966,1.0,,,0.037925638258457184,0,0.0,,,,1.0,,255
,,0.0125,0.01,,,,0.00023071721684477973,0.001,0.000625,,0.005,256
0.1554342806339264,1.0,,,0.11205274611711502,0,0.0,,,,1.0,,256
,,0.0125,0.01,,,,0.00023071188620674984,0.001,0.000625,,0.005,257
0.15444669127464294,1.0,,,0.09336566925048828,0,0.0,,,,1.0,,257
,,0.0125,0.01,,,,0.0002307065556918824,0.001,0.000625,,0.005,258
0.13243812322616577,1.0,,,0.04952991381287575,0,0.0,,,,1.0,,258
,,0.0125,0.01,,,,0.0002307012253001746,0.001,0.000625,,0.005,259
0.11451999843120575,1.0,,,0.024117540568113327,0,0.0,,,,1.0,,259
,,0.0125,0.01,,,,0.00023069589503162358,0.001,0.000625,,0.005,260
0.16539117693901062,1.0,,,0.08809609711170197,0,0.0,,,,1.0,,260
,,0.0125,0.01,,,,0.00023069056488622647,0.001,0.000625,,0.005,261
0.16639399528503418,1.0,,,0.09688612818717957,0,0.0,,,,1.0,,261
,,0.0125,0.01,,,,0.00023068523486398086,0.001,0.000625,,0.005,262
0.13435712456703186,1.0,,,0.053419116884469986,0,0.0,,,,1.0,,262
,,0.0125,0.01,,,,0.00023067990496488308,0.001,0.000625,,0.005,263
0.10289858281612396,1.0,,,0.01180309522897005,0,0.0,,,,1.0,,263
,,0.0125,0.01,,,,0.0002306745751889303,0.001,0.000625,,0.005,264
0.14854340255260468,1.0,,,0.07349352538585663,0,0.0,,,,1.0,,264
,,0.0125,0.01,,,,0.00023066924553612046,0.001,0.000625,,0.005,265
0.12906816601753235,1.0,,,0.054085467010736465,0,0.0,,,,1.0,,265
,,0.0125,0.01,,,,0.00023066391600645033,0.001,0.000625,,0.005,266
0.13413357734680176,1.0,,,0.046396903693675995,0,0.0,,,,1.0,,266
,,0.0125,0.01,,,,0.00023065858659991706,0.001,0.000625,,0.005,267
0.13008129596710205,1.0,,,0.04842483997344971,0,0.0,,,,1.0,,267
,,0.0125,0.01,,,,0.00023065325731651823,0.001,0.000625,,0.005,268
0.10434092581272125,1.0,,,0.011776846833527088,0,0.0,,,,1.0,,268
,,0.0125,0.01,,,,0.00023064792815624975,0.001,0.000625,,0.005,269
0.15740805864334106,1.0,,,0.09039316326379776,0,0.0,,,,1.0,,269
,,0.0125,0.01,,,,0.00023064259911911,0.001,0.000625,,0.005,270
0.15046384930610657,1.0,,,0.08443884551525116,0,0.0,,,,1.0,,270
,,0.0125,0.01,,,,0.0002306372702050957,0.001,0.000625,,0.005,271
0.15846967697143555,1.0,,,0.10424058884382248,0,0.0,,,,1.0,,271
,,0.0125,0.01,,,,0.00023063194141420407,0.001,0.000625,,0.005,272
0.12202803790569305,1.0,,,0.04740095138549805,0,0.0,,,,1.0,,272
,,0.0125,0.01,,,,0.0002306266127464322,0.001,0.000625,,0.005,273
0.1533401608467102,1.0,,,0.07488708198070526,0,0.0,,,,1.0,,273
,,0.0125,0.01,,,,0.0002306212842017773,0.001,0.000625,,0.005,274
0.13701295852661133,1.0,,,0.061890244483947754,0,0.0,,,,1.0,,274
,,0.0125,0.01,,,,0.0002306159557802365,0.001,0.000625,,0.005,275
0.12998080253601074,1.0,,,0.06369930505752563,0,0.0,,,,1.0,,275
,,0.0125,0.01,,,,0.00023061062748180695,0.001,0.000625,,0.005,276
0.1635763943195343,1.0,,,0.08137525618076324,0,0.0,,,,1.0,,276
,,0.0125,0.01,,,,0.0002306052993064858,0.001,0.000625,,0.005,277
0.14920328557491302,1.0,,,0.06582361459732056,0,0.0,,,,1.0,,277
,,0.0125,0.01,,,,0.00023059997125427024,0.001,0.000625,,0.005,278
0.14342132210731506,1.0,,,0.057400524616241455,0,0.0,,,,1.0,,278
,,0.0125,0.01,,,,0.000230594643325157,0.001,0.000625,,0.005,279
0.14088082313537598,1.0,,,0.0685497373342514,0,0.0,,,,1.0,,279
,,0.0125,0.01,,,,0.00023058931551914443,0.001,0.000625,,0.005,280
0.16089649498462677,1.0,,,0.08883282542228699,0,0.0,,,,1.0,,280
,,0.0125,0.01,,,,0.0002305839878362285,0.001,0.000625,,0.005,281
0.1721167117357254,1.0,,,0.10211238265037537,0,0.0,,,,1.0,,281
,,0.0125,0.01,,,,0.00023057866027640677,0.001,0.000625,,0.005,282
0.12988519668579102,1.0,,,0.044862616807222366,0,0.0,,,,1.0,,282
,,0.0125,0.01,,,,0.00023057333283967637,0.001,0.000625,,0.005,283
0.1661679446697235,1.0,,,0.100043386220932,0,0.0,,,,1.0,,283
,,0.0125,0.01,,,,0.0002305680055260341,0.001,0.000625,,0.005,284
0.16152207553386688,1.0,,,0.10879873484373093,0,0.0,,,,1.0,,284
,,0.0125,0.01,,,,0.00023056267833547784,0.001,0.000625,,0.005,285
0.13623100519180298,1.0,,,0.049253106117248535,0,0.0,,,,1.0,,285
,,0.0125,0.01,,,,0.00023055735126800483,0.001,0.000625,,0.005,286
0.10666513442993164,1.0,,,0.01996510475873947,0,0.0,,,,1.0,,286
,,0.0125,0.01,,,,0.0002305520243236114,0.001,0.000625,,0.005,287
0.10586602985858917,1.0,,,0.014910005033016205,0,0.0,,,,1.0,,287
